Actual SR Type,Predicted,Data
RIO,VeriStand,"I AM ATTEMPTING TO DEPLOY MY RT APPLICATION TO A CRIO 9014, BUT THE DEPLOYMENT FAILS WITH THE FOLLOWING MESSAGE: DEPLOYING AV3122 CONTROL STATECHART.LVSC:BFFBD45A-9599-41EE-9021-7F1D24553F5C.VI:INSTANCE:27WAITING FOR REAL-TIME TARGET (NI-CRIO9014-0160FAEC) TO RESPONDDEPLOYING AV3122 CONTROL STATECHART.LVSC:BFFBD45A-9599-41EE-9021-7F1D24553F5C.VIAV3122 CONTROL STATECHART.LVSC:BFFBD45A-9599-41EE-9021-7F1D24553F5C.VI LOADED WITH ERRORS ON THE TARGET AND WAS CLOSED.DEPLOYING NI-CRIO9014-0160FAEC CONTAINERDEPLOYMENT COMPLETED WITH ERRORS MY STATECHART IS QUITE LARGE, AND THIS ERROR MAY BE RELATED TO THE FOLLOWING UNRESOLVED FORUM TOPIC:  HTTP://FORUMS.NI.COM/T5/LABVIEW/QUOT-DEPLOYMENT-COMPLETED-WITH-ERRORS-QUOT-ERROR-WHEN-DELOYING-A/TD-P/1307686.  I CAN CONFIRM THAT THE ISSUE IS WITH THE STATECHART BECAUSE I GET THIS ERROR MESSAGE WHEN DEPLOYING DIAGRAM.VI ON ITS OWN.  PLEASE ALSO NOTE THAT THIS ERROR OCCURS REGARDLESS OF WHETHER I AM DEPLOYING THE INDIVIDUAL VIS TO MY TARGET OR WHETHER IT IS A BUILT RT EXECUTABLE.  (THE RT APP WILL BUILD SUCCESSFULLY, HOWEVER.) THE APPLICATION WAS WORKING FINE PREVIOUSLY, BUT I RECENTLY MADE CHANGES TO THE STATECHART TYPEDEFS AND EDITED THE DIAGRAM, AND NOW I AM UNABLE TO DEPLOY IT.  I DO NOT HAVE ANY BROKEN ARROWS IN ANY OF MY VIS, AND I ALREADY TRIED A MASS-COMPILE.  THIS PROJECT NEEDS TO BE COMPLETE VERY SOON, SO I DO NOT HAVE A LOT OF TIME FOR TROUBLESHOOTING. I AM USING LABVIEW 2011 SP1 F1 ON WINDOWS XP.  THE TOP-LEVEL VI ON THE TARGET SIDE IS MAIN TARGET PROGRAM.VI. LABVIEW REAL-TIME  "
RIO,RIO,"HI, I'VE GOT A QUESTION REGARDING THE CRIO-9074 PROCESSOR.  I'M CONSIDERING USING THIS PROCESSOR FOR CONTROLLING AN OEM MACHINE.  I UNDERSTAND THAT I NEED TO WRITE/DOWNLOAD MY LOGIC PROGRAM USING THE LABVIEW REALTIME &AMP; FPGA SOFTWARE MODULES.  HOWEVER, CAN A SIMPLE LABVIEW PROGRAM (NON REALTIME OR FPGA) BE WRITTEN TO COMMUNICATE WITH THE CRIO-9074 FOR MONITORING PURPOSES ONLY (SORT OF LIKE SCADA)?  I WOULD LIKE TO BE ABLE TO WRITE/BUILD A LABVIEW PROGRAM THAT I CAN SEND TO MY CUSTOMER SO THAT HE CAN RUN IT ON HIS LAPTOP TO MONITOR THE MACHINE WITHOUT HAVING TO PAY FOR THE COST OF THE REALTIME &AMP; FPGA LICENSES.  IF THIS IS POSSIBLE, HOW WOULD THE COMMUNICATION TAKE PLACE?  COULD THE LOGIC PROGRAM IN THE CRIO-9074 PUBLISH MACHINE INFORMATION/PERFORMANCE TO SOME SHARED VARIABLES THAT ARE THEN READ BY THE LABVIEW PROGRAM ON MY CUSTOMER'S LAPTOP? ,RYAN GAHLONCONTROL ASSEMBLIES COMPANY763-509-7313 LABVIEW  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,DIAdem,"2D FEATHER PLOT, 2D COMPASS, 2D ERROR BAR AND 2D PLOT MATRIX HELPER PLOTS DO NOT SHOW UP ON THE GRAPH PALETTE. ACCORDING TO THE HELP ENTRY FOR 2D FEATHER PLOT HELPER VI: ""NOTE  THIS VI APPEARS ON THE BLOCK DIAGRAM WHEN YOU ADD A FEATHER PLOT TO THE FRONT PANEL. YOU CAN FIND THE FEATHER PLOT ON THE GRAPH PALETTE."" HOW CAN I GET THEM TO SHOW UP ON THE GRAPH PALETTE? , PATRICK W. DALEY  LABVIEW  "
RIO,"PXI Controllers, Chassis, MXI","I'M RUNNING A LABVIEW REAL TIME APPLICATION AND I WOULD LIKE TO MAXIMIZE MY NUMBER CRUNCHING PERFORMANCE ON THE REAL TIME PC.  IS THERE A REAL NUMBER CRUNCHING (MATH) PERFORMANCE DIFFERENCE BETWEEN THE INTEL I3, I5 AND I7 PROCESSORS?  FROM WHAT I CAN ASCERTAIN, THE BIG DIFFERENCE BETWEEN THE I3, I5 AND I7 IS TO DO WITH GRAPHICS CAPABILITIES AND NOT STRAIGHT FORWARD MATH PERFORMANCE. ( THOUGH MOST OF THE INFO I FOUND IS NOT WELL DEFINED AND MORE POORLY DEFINED GUIDELINES)   IF THERE IS NO NUMBER CRUNCHING ADVANTAGES BETWEEN THE I3, I5 AND I7, THEN IT WOULD SEAM I SHOULD SPEND MY MONEY ON PROCESSOR SPEED AND MULI-CORES FOR MULTI-THREADING.  AND USE THE SANDY BRIDGE ARCHITECTURE.  AGAIN, BY BASIC QUESTION IS:IS THERE A REAL NUMBER CRUNCHING (MATH) PERFORMANCE DIFFERENCE BETWEEN THE INTEL I3, I5 AND I7 PROCESSORS? ED ROLANDRRDI.  LABVIEW REAL-TIME  MULTIFUNCTION DAQ (AND NI ELVIS)"
RIO,LVDSC,"I HAVE A LV APPLICATION THAT I HAVE BUILT IN LV 2011 SP1 THAT KEEPS CRASHING RANDOMLY. THIS IS THE DUMP REPORT, CAN YOU TELL ME ANYTHING ABOUT THIS? LABVIEW  "
RIO,IMAQ,"HELLO, I WANT TO DEVELOP A NEW BIOMEDICAL DEVICE. I CHOSE LABVIEW BECAUSE IT HAS A GREAT GUI CAPABILITY. WE HAVE ONE OMAP BOARD FROM TI AND ONE DSP BOARD. IS LABVIEW COMPATIBLE WITH THESE BOARDS? LABVIEW REAL-TIME  OTHER"
RIO,RIO,"I HAVE A NEW CRIO 9075 AND I AM ATTEMPTING TO CONFIGURE IT THROUGH MAX. IT SEEMS TO BE HAVING NETWORK TROUBLE, HOWEVER. I'VE FOLLOWED ALL OF THE INSTRUCTIONS AS BEST I CAN. ATTACHED SHOULD BE SCREENSHOTS OF THE PROBLEMS I'M RUNNING INTO. PLEASE LET ME KNOW IF THERE'S SOMETHING OBVIOUS THAT I'M MISSING. IF I HAVEN'T GIVEN ENOUGH INFORMATION, PLEASE EMAIL ME OR CALL 226-978-4445.  FOR YOUR HELP OTHER  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"PIE56694 NEVER FOLLOWED UP ON MY QUESTIONS IN THIS THREAD: HTTP://FORUMS.NI.COM/T5/REAL-TIME-MEASUREMENT-AND/RT-MEMORY-MANAGEMENT-STRINGS-AMP-ARRAYS/M-P/2056308#M11903 I'M NOT SURE WHETHER THAT PERSON IS AN AE OR NOT, BUT COULD AN AE LOOK INTO THIS AND PROVIDE A DEFINITIVE ANSWER? TO RESTATE THE QUESTION, I'M OBTAINING A QUEUE OF TYPE DBL ARRAY IN LVRT AND SETTING ITS MAXIMUM SIZE SO THAT LVRT WILL PREALLOCATE THE QUEUE. I PROVIDE AN INITIALIZE ARRAY OF SIZE 4X100 TO THE OBTAIN QUEUE VI. LATER IN THE APP, I MAY ENQUEUE ARRAYS OF SIZE 4X100, 3X100, 2X100, OR 1X100 AND I CANNOT KNOW WHICH SIZE WILL BE ENQUEUED UNTIL RUNTIME. WILL ENQUEUEING A SMALLER ARRAY THAN WAS ORIGINALLY ALLOCATED CAUSE THE QUEUE TO RESIZE ITSELF (THEREBY INCURRING A PERFORMANCE HIT THROUGH THE CALL TO THE LV MEMORY MANAGER)? OR WILL THE QUEUE NOT HAVE TO RESIZE (THUS PREVENTING SAID PERFORMANCE HIT)? LABVIEW REAL-TIME  "
RIO,RIO,"WHEN I LEAVE CRIO TO WORK CONTINUOUSLY SOMETIME I FIND IT NON-OPERATIONAL. THE ONLY WAY I CAN SEE WHAT HAPPENED IS BY SEEING THE OUTPUT OF THE RS-232 CONSOLE. I SEE THE FOLLOWING MESSAGE REPEAT OVER AND OVER AGAIN IN SMALL VARIATION. LIMITING CLOSED PORT RST RESPONSE FROM 240 TO 200 PACKETS PER SECONDLIMITING CLOSED PORT RST RESPONSE FROM 760 TO 200 PACKETS PER SECONDLIMITING CLOSED PORT RST RESPONSE FROM 846 TO 200 PACKETS PER SECOND.... THE CRIO HAS A DYNAMIC IP ADDRESS ASSIGNED TO IT BY FERMILAB CENTRAL SERVER. THE PROBLEM APPEARS ONLY WHEN I AM ON THE FERMILAB NETWORK. IF I USE A DIRECT CONNECTION BETWEEN MY PC AND CRIO, THERE IS NO PROBLEM.  COULD YOU PLEASE TELL ME IF THERE IS A WAY TO BLOCK OR IGNORE SUCH PACKAGES IN ORDER TO PREVENT CRIO FROM CRASHING? ANY GUIDANCE WILL BE APPRECIATED. . LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"I CURRENTLY HAVE MY SYSTEM SET UP AND RUNNING WHERE THE CONTROL COMPUTER AND THE CRIO CHASSIS ARE BOTH CONNECTED TO OUR NETWORK. WE ARE ABOUT TO DEPLOY THIS SYSTEM TO A CM THAT DOES NOT ALLOW OUTSIDE COMPUTERS ON THEIR NETWORK AND WOULD LIKE TO BE ABLE TO COME UP WITH A WAY TO CONNECT THEM DIRECTLY... IS THIS POSSIBLE? ,BRIAN LABVIEW FPGA  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,IT IS USED WHEN MENTIONING WHEN YOU EVALUATE A TARGET DESKTOP SYSTEM TO RUN LABVIEW RT. PLEASE TELL ME WHAT THE ACRONYM STANDS FOR?  HTTP://JOULE.NI.COM/NIDU/CDS/VIEW/P/ID/2587/LANG/EN LABVIEW REAL-TIME  
RIO,RIO,"IS THERE A WAY TO PROGRAMMATICALLY OBTAIN THE SERIAL NUMBER OF THE FLEXRIO DEVICES INSTALLED IN THE PXI CHASSIS? WE'RE LOOKING TO DO THIS AS PART OF AN AUTOMATED TEST SO THAT INSTRUMENT SERIAL NUMBERS CAN BE RECORDED. I'M NOT SURE IF THIS IS POSSIBLE THROUGH THE PXI CARD (FLEXRIO IN THIS CASE) DIRECTLY OR IF THERE IS A WAY TO AUTOMATE IT THROUGH MAX. ,MARK LABWINDOWS/CVI  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"A COLLEAGUE LOANED A PCI-7831R TO ME SO I COULD GAIN EXPERIENCE USING LABVIEW FPGA.  I INSTALLED LABVIEW FPGA WITH THE LABVIEW 2011 DEVELOPMENT SYSTEM (ON AN EVALUATION BASIS)ON A WINXP DESKTOP.  I INSTALLED THE PCI-7831R AND THE DRIVERS SEEMED TO INSTALL PROPERLY. PER THE 7831 GETTING STARTED GUIDE, I TRIED TO OPEN AND RUN EXAMPLE CODE FOR THE 7831R.  THE SPECIFIC PROJECT I TRIED WAS ""ANALOG INPUT - R SERIES.LVPROJ"".  I TRIED TO COMPILE THE ""ANALOG INPUT (FPGA).VI"" AND RECEIVE THE FOLLOWING ERROR: ERROR -61499 OCCURRED AT NIFPGALOCATESTATICVHDLFILES.VI&LT;-PROCESS AND ADD VHDL.VI&LT;-STOCKFPGA_PRINTTHEWINDOW.VI&LT;-NILVFPGATOPMODGEN.VI&LT;-NILVFPGATOPMODGEN.VI.PROXYCALLER POSSIBLE REASON(S): LABVIEW FPGA:  AN INTERNAL SOFTWARE ERROR IN THE LABVIEW FPGA MODULE HAS OCCURRED.  PLEASE CONTACT NATIONAL INSTRUMENTS TECHNICAL SUPPORT AT NI.COM/SUPPORT. ADDITIONAL INFORMATION: THERE ARE MULTIPLE VERSIONS OF FILE MITEWINDOW.VHD, BUT ""OWNING APPLICATION"" IS NOT PROVIDED TO MAKE SELECTION POSSIBLE. I RECEIVE SIMILAR ERRORS WHEN I TRY TO COMPILE ANY OF THE OTHER EXAMPLES FOR THE PCI-7831.  I HAVE SEARCHED FOR SIMILAR ERRORS ON NI.COM BUT DID NOT SEE ANY.  I APPRECIATE ANY HELP YOU CAN PROVIDE IN RESOLVING THIS ISSUE. , MIKE RODRIGUEZ LABVIEW FPGA  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,Motion,"MY TWO SERVO MOTOR DRIVES ARE NOT BEING RECOGNIZED IN LABVIEW.  SEE ATTACHEMENT FOR ERROR MESSAGE.HOWEVER, WHEN I USE THE KOLLMORGEN WORKBENCH, I CAN COMMUNICATE WITH THEM PERFECTLY FINE.  I CAN MOVE BY VERTICAL AXIS UP/DOWN AND MY ROTATION AXIS CW/CCW.  HOWEVER, I HAVE NOT BEEN ABLE TO ESTABLISH COMMUNICATIONS THROUGH MY LABVIEW PROJECT VIA ETHERCAT. DO YOU HAVE ANY IDEAS? , FELIPE LABVIEW  MOTION CONTROL"
RIO,RIO,"DEAR SIR OR MADAM,     IN THE MANUAL IT MENTIONED THAT THE 5V OUTPUT FROM SBRIO 9612 HAS INTERNAL CURRENT LIMIT. I WONDER IS IT SOMETHING LIKE POSISOTOR? SHOULD I ADD AN EXTERNAL FUSE TO PROTECT THE 5V FROM SHORTING?      A LOT!     REGARDS,     TAO NONE  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"I WANT TO USE REMOTE TERMINAL WITH MY CRIO REALTIME APPLICATION. MY PROGRAM USES THE FPGA FEATURES AND THE RT PROGRAM HAS FRONT PANELI SETUP THE HTML LIKE THE ONE GENERATED FROM TEMPLATE. WHEN I OPEN IT WITH MY WEB BROWSER IT SAID MISSING PLUGIN AND HAVE A DOWNLOAD OPTION. I DOWNLOADED (IT DOWNLOADED THE RUNTIME ENGINE-MIN) INTO MY PC, BUT I COULD NOT INSTALL IT BECAUSE IT SAID A NEWER VERSION HAS ALREADY BEEN INSTALLED. IF IT IS ALREADY INSTALLED, WHY DO I STILL HAVE THE MISSING PLUGIN PROBLEM? HOW DO I WORK AROUND THIS?  FILIP TO LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"HTTP://FORUMS.NI.COM/T5/FIELDPOINT-FAMILY/ACCESS-DENIED-THIS-HOST-COMPUTER-S-IP-ADDRESS-IS-NOT-ON-THE/M-P/1830235   SAME PROBLEM, BUT I HAVE NOT BEEN ABLE TO GET 2011 SP1 TO WORK SO FAR, I SIMPLY CANNOT CONNECT AND KEEP GETTING THE ERROR MESSAGE DISCUSSED IN THE ABOVE LINK. 2010 WORKS FINE.  LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"[NOTE: WE'VE ENCOUNTERED A SIMILAR ISSUE BEFORE, I BELIEVE; PLEASE REFERENCE ALL INFORMATION IN SERVICE REQUEST NO. 1812949 FOR FURTHER INFORMATION ON A DIFFERENT APPLICATION] THE CUSTOMER AND I ARE ATTEMPTING TO USE AN R-SERIES CARD (7854) AS A POWER ANALYZER.  FPGA CODE HAS BEEN BENCH TESTED IN WINDOWS SUCCESSFULLY, BUT BEHAVIOR DIFFERS WITH ACTUAL I/O; SOME SIGNALS SHOW ONLY GAUSSIAN NOISE. I EXAMINED THE RACK CABLING AND DISCOVERED THAT THE TECHNICIAN HAD USED SCH68-68-RDIO CABLES FOR CONNECTIONS FROM THE CONNECTOR 0 (MIO) ON THE R-SERIES CARD.  I ALSO EXAMINED THE BNC-2090A DOCUMENTATION AND READ THAT IT WAS DESIGNED FOR E-SERIES AND M-SERIES CARDS, BUT THERE WAS NO MENTION OF R-SERIES. SO MY QUESTION(S) ARE:(1) CAN I CONTINUE TO USE THE RDIO CABLING INSTEAD OF THE RMIO CABLING FOR CONNECTOR 0 ON THE R-SERIES CARD, OR ARE THE RDIO CABLES NOT COMPATIBLE WITH CONNECTOR 0? (2) IS THE BNC-2090A COMPATIBLE WITH THE R-SERIES CONNECTOR 0?  THAT IS, DOES THE I/O LABELING ON THE BNC-2090A REMAIN VALID WHEN CONNECTED TO THE R-SERIES CARD?  LABVIEW FPGA  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"WE ARE BUILDING A CONFOCAL MICROSCOPE. THE USB 6210 IS CONNECTED TO NANOPOSITIONING CONTROLLER (200 HZ) AND THE DETECTOR (PMT). WE MOVE STEP BY STEP (1024*1024) UNTIL WE GET A COMPLETE IMAGE (50 UM*50 UM) IN LABVIEW.BUT, IT TAKES MORE THAN 15 HOURS TO GET SUCH AN IMAGE WHICH IS TOO MUCH.  NOW, INSTEAD OF GOING STEP BY STEP WE SHOULD DEFINE A RAMP IN LABVIEW SO THAT WE CAN MOVE ALONG A WHOLE LINE AT 200 HZ (NOT STEP BY STEP AT 200 HZ). FOR THIS PURPOSE, OUR LABVIEW PROGRAMMER HAS SUGGESTED US TO MOVE TO A SYSTEM THAT COULD DO THE ""READ"" AND THE ""WRITE"" IN A SINGLE STEP, SO WE COULD DO A RAMP IN X MS AND AS THE WRITE HAPPEND, THE READ WOULD TOO, BUT TO GET THAT KIND OF RESOLUTION, HE SUGGESTED US TO USE AN SBRIO WITH A BUILT-IN FPGA. DO YOU THINK THAT'S THE PROBLEM? AND IF IT IS WHICH SBRIO DO YOU SUGGEST? LABVIEW  "
RIO,RIO,"I AM TRYING TO CAPTURE IQ SAMPLES AND DISPLAY THE FFT THEM AS CLOSE TO REAL TIME AS I CAN GET, WITH WINDOWING.  I WAS GOING TO TRY TO USE THE SCALED WINDOW EXPRESS.VI, FFT EXPRESS.VI, AND THE FFT TO SPECTRUM.VI TO CAPTURE AND DISPLAY THE FFT OF A DIGITAL RECIEVER USING LABVIEW FPGA.  USING THE R7811 FPGA CARD.  THE PROBLEM I RAN INTO IS THAT I CANNOT FIND THE FFT TO SPECTRUM. VI LABVIEW FPGA  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"HI,    I WOULD LIKE TO KNOW IF IT IS UNCONNECTED WHAT IS THE LOGIC LEVEL OF THE DIGITAL IOS ON SBRIO9612? IS IT GUARANTEED?     FOR HELP!    REGARDS,    TAO NONE  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,LVDSC,"I AM TRYING TO PROGRAMATICALLY SCALE INPUT CHANNELS ON A CRIO 9074.  THIS IS FOR CALIBRATION PURPOSES AFTER THE PROGRAM IS DEPLOYED.THE SHARED VARIABLE ENGINE IS INSTALLED ON THE CRIO 9074 AND THE DSC MODULE (EVALUATION) IS INSTALLED WITH LABVIEW 2011 ON THE COMPUTER. I HAVE INCLUDED TWO VI'S.  I HAVE ATTEMPTED TO RUN EACH ON THE RESPECTIVE HARDWARE AND GOT BACK THE FOLLOWING ERRORS: ************************************LABVIEW:  FAILED TO LOAD SHARED LIBRARY NVIOREF.DLL:TR_GETPROP:C.ENSURE THAT THE LIBRARY IS PRESENT ON THE RT TARGET. USE MAX TO INSTALLNI SOFTWARE OR FTP TO TRANSFER CUSTOM LIBRARIES TO THE RT TARGET. ************************************ERROR -2147220727 OCCURRED AT PROPERTY NODE (ARG 1) IN TESTIT.VIPOSSIBLE REASON(S):MAX:  (HEX 0X80040309) THE CLIENT PROCESS CANNOT COMMUNICATE WITH THE CONFIGURATION SERVER PROCESS.IF THIS PROBLEM PERSISTS, PLEASE NOTE THE STEPS YOU PERFORMED THAT LED TO THIS ERROR AND CONTACTTECHNICAL SUPPORT AT HTTP://NI.COM/SUPPORT.************************************ IS IS POSSIBLE TO PROGRAMMATICALLY SCALE THE I/O VARIABLE PROPERTIES ON THE CRIO WITH THE SVE INSTALLED ON THE CRIO?  IF SO, COULD YOU PROVIDE AN EXAMPLE? PLEASE LET ME KNOW.  ,-DANNY TYL LABVIEW  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"I'VE SEEN THE ETHERNET/IP SERVER THAT IS THE ON THE SMART CAMERA PLATFORM. IT IS USED FOR COMMUNICATION TO PLCS. IS THIS PRE-BUILT SERVER ALSO AVAILABLE FOR THE CRIO PLATFORM? LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"HI, I HAVE 2 QUESTIONS THAT I WAS HOPING YOU COULD HELP ME WITH.MY GOAL IS TO CREATE A FUNCTION GENERATOR THAT CAN MULTIPLY TWO SINES WAVES OF DIFFERENT FREQUENCIES RANGING FROM 1KHZ TO 800KHZ 1) I HAVE FOLLOWED THE SINE GENERATOR EXAMPLE IN THE R-SERIES SECTION WHICH USES A FLAT SEQUENCE STRUCTURE WITHIN A WHILE LOOP. SEE MY ATTACHED FIGURE WHICH SHOWS MY CODE. ALTHOUGH THE CODE WORKS, IT'S TOO SLOW. I NEED TO GET A CLEAN AND SMOOTH 800KHZ SIGNAL BUT THE SIGNAL IS DISCRETIZED IN ~300NS STEPS. I CANNOT USE THIS SINE WAVE GENERATOR VI IN A SCTL ACCORDING TO THIS: HTTP://DIGITAL.NI.COM/PUBLIC.NSF/ALLKB/722A9451AE4E23A586257212007DC5FD IS THERE ANOTHER FUNCTION I CAN USE TO GENERATE SINE WAVES IN SCTL? OR IS THERE A WAY TO SIGNIFICANTLY SPEED UP MY WHILE LOOP? (NOTE THAT I'VE PLAYED ARUOND WITH THE COUNT (LOOP TIMER) AND HAVE IT SET APPROPRIATELY SUCH THAT IT'S NOT RATE LIMITING.  2) MY CODE HAS A BUG IN IT. (SEE SAME FIGURE AS ABOVE). THE MULTIPLICATION OF THE TWO SINES (RIGHT BEFORE THE I16 AND IO MODULE\AO 0) GIVES ME A HUGE NUMBER THAT IS BASICALLY TRUNCATED BY THE I16 AND IO MODULE. I SEE THE RIGHT FREQUENCIES BUT THE AMPLITUDES ARE CLIPPED BY THE +/- 1V LIMITS. INDIVIDUALLY, EACH OF THE SINE WAVES OUTPUTS EXACTLY WHAT I WANT. THUS IO MODULE\AO 1 IS EXACTLY ONE OF THE SINE WAVES I WANT TO MULTIPLY. PROBLEM IS THAT WHEN I MULTIPLY THE TWO WAVES. WHAT KIND OF SCALING/CONVERSION AM I SUPPOSED TO DO BEFORE OR AFTER I MULTIPLY THE TWO SINE WAVES?  PLEASE LET ME KNOW IF YOU HAVE ANY QUESTIONS.  LABVIEW FPGA  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"I'M TRYING TO BUILD A FPGA APPLICATION THAT CONVERTS A 12 BIT OUTPUT FROM A ADC TO REAL TIME FFT, THAT I CAN PLOT THE SPECTRUM AS CLOSE TO REAL TIME AS POSSIBLE.  I AM USING A R7811 FPGA CARD.  I CAN'T FIGURE OUT HOW TO USE THE SCALED WINDOW, ALONG WITH THE FFT POINT BY POINT EXPRESS VI, AND THEN CONVERT TO AN ARRAY THAT GOES TO THE FFT TO SPECTRUM. THE FFT TO SPECTRUM.VI REQUIRES AN ARRAY INPUT OF DBL. I WAS THINKING OF USING THE U16 CONVERSION TO CONVERT THE OUTPUT OF THE EXPRESS FFT VI TO CONVERT FXP TO U16, AND THEN USING A BUILD ARRAY, AND A SHIFT REGISTER,  TO CAPTURE THE DATA IN AN ARRAY, ACTUALLY 2 ARRAYS ONE FOR Q AND ONE FOR I, AND SENDING THIS TO THE FFT TO SPECTRUM.VITHE DATA OUT OF THE ADC IS 12 BITS I, 12 BITS OF Q.  THE BITS ARE LATCHED OUT IN PARALLEL AT A CLOCK RATE OF 4.8 MHZ.  SO I GET A FRAMING CLOCK THAT INDICATES IF THE BITS ARE I OR Q, THIS RUNS AT TWICE THE SPEED OF THE CLOCK RATE, SO AT 9.6MHZ. I TRIED GOING TO SOME OF THE EXAMPLES AND LOOKING UP SOME OF THE RELATED TOPICS BUT COULD NOT QUITE GET THE ANSWER I NEED TO COMPLETE THIS EFFORT. LABVIEW FPGA  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"WE ARE CURRENTLY USING LABVIEW 2011 WITH FPGA MODULE. I AM USING NI SBRIO-9642XT IN MY PROJECT. I HAVE SUCCESSFULLY CREATED CODES FOR BOTH HOST AND TARGET TO COMMUNICATE USING READ/WRITE CONTROL. THE NEXT TASK IS TO USE DMA COMMUNICATION BETWEEN HOST AND TARGET. THERE ARE NO DMA OPTION IN FPGA INTERFACE INVOKE METHOD. HOWEVER, THE PROPERTISE FOR FPGA TARGET (RIO0, SBRIO-9642) SHOWED THAT THERE SHOULD BE 3 DMA CHANNELS ONBOARD. ATTACHED ARE CODES FOR HOST, TARGET AND PROJECT.ARE THERE ANY SAMPLE CODE FOR THIS APPLICATION? . LABVIEW FPGA  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"BELIEVE I HAVE A BAD 9239 MODULE. WHENEVER THE ENCLOSURE CONTAINING THE CRIO AND AND THE MODULE WAS SHAKEN, THE CRIO FPGA LIGHT WOULD STOP BLINKING. WHEN THE MODULE WAS SWAPPED WITH ANOTHER 9239 MODULE EVERYTHING WORKED FINE. THIS WAS TRIED MULTIPLE TIMES WITH THE SAME RESULT. ANY REASON WHY THE MODULE WORKS WHEN THE CRIO ENCLOSURE IS SITTING STATIC BUT SEEMS TO KNOCK OUT WHEN SHAKEN?  I HAD A SUPPORT TICKET (7346448) A FEW MONTHS AGO WHERE THE ISSUE WAS NOT FULLY RESOLVED. I THINK THE ISSUE WAS BECAUSE OF THE BAD MODULE. . LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"I HAVE TWO NI-9401'S THAT ARE PROGRAMMED TOGETHER IN AN FPGA PROGRAM AND CREATE A WORKING BITFILE TO RUN MY PROGRAMS.  I ADDED A NI-9403 MODULE AND SEPARATELY CREATED A BITFILE THAT WORKED ON A TEST PROGRAM.  MY NI-9403 FPGA PROGRAM SIMPLY ADDS 4 BIT SWITCHES.  WHEN I TRY TO COMBINE THESE TWO FPGA PROGRAMS BY JUST PUTTING MY BINARY SWITCHES INTO AN ADJACENT WHILE LOOP AND CREATE A BITFILE, MY PROGRAMS ONLY SUCCESSFULLY OUTPUT ON MY NI-9403.  THE SOFTWARE ON THE NI-9401 APPEARS TO DO ITS JOB BECAUSE THE INDICATOR LIGHTS WORK, HOWEVER, THE FPGAS DON'T OUTPUT ANYTHING TO MY OSCILLOSCOPE.   I'VE ATTACHED MY FPGA PROGRAM. LABVIEW FPGA  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"HI, I WOULD LIKE TO KNOW THE MAGNETIC FIELD RATING FOR THE SBRIO 9605. B-FIELD LIMITS ARE NOT LISTED HERE: HTTP://WWW.NI.COM/PDF/MANUALS/373378A.PDF WHAT IS THE MAXIMUM STATIC MAGNETIC FIELD, AND MAXIMUM DB/DT THE UNITCAN SUSTAIN AND CONTINUE TO FUNCTION NORMALLY? , LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"WE HAVE ESSENTIALLY THE SAME CODE FROM LV 8.6 THAT WE PORTED TO 2011 AND WE NOTICE THE BOOT TIME OF THE CRIO JUST ABOUT DOUBLE.  IT IS IMPORTANT THAT THE CRIO BOOTS UP IN LESS THAN 2 MINUTES.  THE SYSTEM CURRENTLY TAKE ABOUT 4-5 MINUTES TO BOOT UP.  MONITORING THE BOOT UP SEQUENCE USING SYSTEM MANAGER SEEM TO SUGGEST THAT ABOUT 4 MINUTES IS SPEND ON LOADING THE VIS INTO MEMORY.  WHAT ARE OUR OPTION TO SPEED UP BOOT UP TIME?  LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
